trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights,transport_mode,accommodation_type,visa_type,booking_channel,advance_booking_days,budget_per_person_usd,total_trip_spend_usd,restaurant_spend_per_day_usd,attractions_visited,local_transport_used,travel_insurance,repeat_visitor,overall_satisfaction,trip_rating,safety_perception,language_barrier,wifi_satisfaction,would_recommend,social_media_shared,eco_friendly_choices,carbon_footprint_kg_co2,currency_satisfaction,health_safety_compliance
TRP0004023,2022,7,Autumn (Sep-Nov),UK,USA,Leisure/Tourism,Backpacker,1,16,Air,3-Star Hotel,E-Visa,Travel Agent,13,2125.88,2125.88,68.93,4,Tour Bus,No,No,Very Satisfied,5,Safe,Mild,Average,Probably,Facebook,No,231.2,Unfavorable,Partial
TRP0004024,2023,1,Summer (Jun-Aug),USA,Australia,Digital Nomad,Group Tour,16,59,Road,Airbnb/Vacation Rental,Embassy Visa,Corporate Booking,18,1971.39,31542.24,55.99,2,Public Transport,No,No,Very Satisfied,5,Very Safe,Moderate,Average,Probably,Facebook,Yes,2103.3,Neutral,Full
TRP0004025,2024,7,Autumn (Sep-Nov),Australia,Singapore,Leisure/Tourism,Group Tour,10,4,Air,4-Star Hotel,E-Visa,Direct Hotel/Airline,120,6607.1,66071.0,77.37,5,Tour Bus,No,No,Satisfied,3,Safe,Mild,Poor,Definitely Not,TikTok,Partially,7284.3,Favorable,Full
TRP0004026,2022,7,Spring (Mar-May),Netherlands,Spain,Education,Backpacker,2,120,Air,Budget Hotel/Hostel,E-Visa,Corporate Booking,48,1888.55,3777.1,109.85,5,Tour Bus,Yes,No,Very Satisfied,4,Safe,Severe,Average,Definitely,Instagram,Partially,1129.8,Very Unfavorable,Partial
TRP0004027,2022,5,Spring (Mar-May),UAE,Australia,Leisure/Tourism,Couple,2,16,Air,Budget Hotel/Hostel,Embassy Visa,Direct Hotel/Airline,49,1373.94,2747.88,63.92,3,Public Transport,No,No,Very Satisfied,4,Safe,None,No WiFi,Probably,Instagram,No,181.1,Favorable,Full
TRP0004028,2023,1,Summer (Jun-Aug),Canada,New Zealand,Business,Business Traveler,1,6,Air,Resort,Visa on Arrival,Mobile App,75,4742.58,4742.58,32.07,7,Public Transport,No,Yes,Neutral,5,Safe,None,Average,Probably Not,None,Partially,460.5,Unfavorable,None
TRP0004029,2024,3,Autumn (Sep-Nov),UAE,Canada,Religious/Pilgrimage,Family,4,11,Air,4-Star Hotel,E-Visa,Direct Hotel/Airline,21,2134.94,8539.76,42.45,8,Taxi/Ride-share,Yes,Yes,Satisfied,5,Safe,Mild,Good,Probably,Instagram,Partially,2394.6,Very Favorable,Full
TRP0004030,2023,3,Winter (Dec-Feb),Italy,UK,Business,Couple,2,5,Road,4-Star Hotel,E-Visa,Online Travel Agency,17,2607.98,5215.96,49.3,2,Taxi/Ride-share,Yes,Yes,Satisfied,2,Very Safe,Mild,Average,Probably,Multiple Platforms,No,222.0,Unfavorable,Full
TRP0004031,2023,6,Summer (Jun-Aug),UAE,Indonesia,Leisure/Tourism,Solo,1,4,Air,Guesthouse,E-Visa,Direct Hotel/Airline,137,2019.15,2019.15,55.08,6,Public Transport,Yes,No,Very Satisfied,5,Safe,Moderate,Average,Probably Not,Facebook,No,493.7,Favorable,Partial
TRP0004032,2021,12,Summer (Jun-Aug),China,Turkey,Medical Tourism,Solo,1,25,Air,Airbnb/Vacation Rental,Embassy Visa,Online Travel Agency,34,1016.69,1016.69,92.76,7,Taxi/Ride-share,Yes,No,Satisfied,3,Neutral,None,Excellent,Probably,Instagram,No,668.9,Favorable,None
TRP0004033,2024,11,Winter (Dec-Feb),Mexico,Canada,Business,Group Tour,29,3,Ferry,4-Star Hotel,E-Visa,Corporate Booking,105,10036.8,291067.2,41.08,4,Rental Car,Yes,No,Satisfied,3,Very Safe,Moderate,Average,Maybe,None,No,4932.4,Unfavorable,Full
TRP0004034,2021,3,Winter (Dec-Feb),Canada,Singapore,Adventure/Sports,Solo,1,11,Air,Airbnb/Vacation Rental,Embassy Visa,Online Travel Agency,38,8614.45,8614.45,85.95,2,Boat,No,No,Dissatisfied,4,Very Safe,None,Excellent,Probably,Instagram,Partially,788.3,Favorable,Full
TRP0004035,2022,3,Summer (Jun-Aug),Netherlands,Indonesia,Leisure/Tourism,Couple,2,11,Air,4-Star Hotel,E-Visa,Online Travel Agency,39,610.3,1220.6,42.62,3,Rental Car,No,No,Satisfied,4,Neutral,Mild,Good,Definitely,Facebook,No,1193.1,Neutral,None
TRP0004036,2024,6,Autumn (Sep-Nov),UK,Morocco,Business,Solo,1,2,Air,4-Star Hotel,E-Visa,Online Travel Agency,18,4733.71,4733.71,66.55,8,Taxi/Ride-share,No,No,Satisfied,5,Very Safe,Moderate,Good,Probably,Twitter/X,No,289.4,Neutral,Full
TRP0004037,2024,5,Winter (Dec-Feb),Spain,Turkey,Religious/Pilgrimage,Couple,2,18,Road,Resort,Embassy Visa,Mobile App,49,2837.21,5674.42,62.24,2,Boat,No,No,Satisfied,4,Very Safe,Moderate,Excellent,Definitely,Instagram,No,113.0,Very Favorable,Full
TRP0004038,2024,3,Autumn (Sep-Nov),Italy,Turkey,Leisure/Tourism,Couple,1,11,Air,Budget Hotel/Hostel,Visa on Arrival,Online Travel Agency,25,551.65,551.65,62.74,7,Rental Car,Yes,No,Satisfied,5,Safe,Mild,Good,Definitely,None,Yes,824.9,Neutral,Full
TRP0004039,2022,7,Autumn (Sep-Nov),Saudi Arabia,Maldives,Religious/Pilgrimage,Backpacker,1,10,Air,Resort,Visa on Arrival,Travel Agent,10,5375.92,5375.92,60.72,6,Tour Bus,Yes,No,Very Satisfied,4,Safe,Mild,Good,Probably Not,Twitter/X,No,410.6,Neutral,Full
TRP0004040,2023,5,Autumn (Sep-Nov),UAE,Japan,Leisure/Tourism,Family,5,4,Rail,3-Star Hotel,E-Visa,Direct Hotel/Airline,14,2035.83,10179.15,58.0,2,Public Transport,Yes,No,Neutral,4,Very Safe,Mild,Excellent,Definitely,Facebook,No,140.8,Very Favorable,Full
TRP0004041,2023,3,Autumn (Sep-Nov),Spain,France,Leisure/Tourism,Couple,2,10,Air,5-Star Hotel,Visa on Arrival,Travel Agent,27,1430.46,2860.92,71.23,4,Taxi/Ride-share,No,No,Neutral,4,Safe,Moderate,Excellent,Probably,Facebook,Partially,1512.7,Neutral,Partial
TRP0004042,2019,8,Winter (Dec-Feb),UK,Singapore,Medical Tourism,Family,5,13,Cruise Ship,Budget Hotel/Hostel,Visa on Arrival,Direct Hotel/Airline,61,150.0,750.0,72.28,4,Taxi/Ride-share,No,Yes,Very Satisfied,4,Very Safe,Mild,Excellent,Definitely,None,Yes,1200.0,Favorable,Partial
TRP0004043,2023,10,Winter (Dec-Feb),Australia,USA,Business,Family,5,4,Air,3-Star Hotel,Visa-Free,Travel Agent,7,632.26,3161.3,75.56,4,Taxi/Ride-share,No,No,Satisfied,5,Neutral,Mild,No WiFi,Definitely,Instagram,Partially,1138.1,Very Favorable,Full
TRP0004044,2020,2,Summer (Jun-Aug),Spain,New Zealand,Religious/Pilgrimage,Solo,1,18,Air,4-Star Hotel,Visa-Free,Mobile App,17,3989.26,3989.26,48.32,9,Taxi/Ride-share,No,No,Very Satisfied,5,Unsafe,Mild,Average,Probably,YouTube,No,272.4,Very Favorable,Full
TRP0004045,2022,7,Spring (Mar-May),Canada,Malaysia,Honeymoon,Solo,1,16,Air,4-Star Hotel,Visa on Arrival,Mobile App,17,1033.35,1033.35,41.42,4,Rental Car,No,Yes,Satisfied,4,Neutral,None,Good,Maybe,TikTok,Partially,504.5,Favorable,Full
TRP0004046,2024,4,Winter (Dec-Feb),Australia,Turkey,Business,Business Traveler,1,6,Rail,5-Star Hotel,Embassy Visa,Corporate Booking,16,4975.8,4975.8,115.38,3,Taxi/Ride-share,Yes,Yes,Satisfied,4,Very Safe,Severe,Average,Definitely,Facebook,Yes,10.2,Neutral,Full
TRP0004047,2023,10,Spring (Mar-May),Turkey,Malaysia,Leisure/Tourism,Solo,1,13,Air,Budget Hotel/Hostel,Visa-Free,Travel Agent,82,348.41,348.41,117.51,5,Rental Car,No,Yes,Very Satisfied,4,Safe,Mild,Average,Probably,Multiple Platforms,Yes,737.5,Neutral,Partial
TRP0004048,2024,7,Autumn (Sep-Nov),Japan,Japan,Leisure/Tourism,Solo,1,6,Air,Budget Hotel/Hostel,E-Visa,Corporate Booking,8,263.28,263.28,17.9,5,Rental Car,Yes,Yes,Very Satisfied,5,Very Safe,Severe,Average,Definitely,Facebook,Yes,774.5,Unfavorable,None
TRP0004049,2023,6,Spring (Mar-May),USA,Malaysia,Leisure/Tourism,Business Traveler,1,13,Air,Budget Hotel/Hostel,Visa-Free,Online Travel Agency,9,354.51,354.51,43.71,2,Public Transport,No,No,Very Satisfied,5,Very Safe,Mild,Good,Definitely,TikTok,Yes,204.4,Favorable,Full
TRP0004050,2023,3,Autumn (Sep-Nov),Canada,Spain,Leisure/Tourism,Business Traveler,1,6,Ferry,4-Star Hotel,Embassy Visa,Travel Agent,67,2648.56,2648.56,129.22,5,Tour Bus,Yes,No,Very Dissatisfied,4,Safe,Mild,Good,Probably Not,Multiple Platforms,No,183.1,Favorable,Partial
TRP0004051,2024,2,Spring (Mar-May),Brazil,Morocco,Leisure/Tourism,Solo,1,7,Air,Resort,Visa on Arrival,Online Travel Agency,26,1617.91,1617.91,129.46,5,Rental Car,Yes,Yes,Neutral,4,Safe,Mild,Average,Maybe,Multiple Platforms,No,729.2,Favorable,Full
TRP0004052,2022,10,Autumn (Sep-Nov),Italy,Japan,Leisure/Tourism,Family,3,16,Road,Guesthouse,E-Visa,Direct Hotel/Airline,36,645.23,1935.69,138.61,3,Taxi/Ride-share,No,No,Very Satisfied,4,Safe,None,Good,Definitely,None,No,74.5,Favorable,None
TRP0004053,2021,11,Spring (Mar-May),Brazil,UK,Business,Family,4,3,Road,Resort,E-Visa,Travel Agent,44,5562.29,22249.16,59.47,4,Public Transport,No,Yes,Dissatisfied,5,Neutral,None,Good,Probably,TikTok,Partially,193.2,Unfavorable,Full
TRP0004054,2024,5,Summer (Jun-Aug),Spain,UK,Education,Solo,1,40,Air,Airbnb/Vacation Rental,Embassy Visa,Direct Hotel/Airline,11,427.17,427.17,91.11,6,Boat,Yes,No,Satisfied,4,Very Safe,None,Good,Probably,TikTok,No,399.1,Very Unfavorable,Full
TRP0004055,2024,6,Spring (Mar-May),South Korea,Malaysia,Adventure/Sports,Family,3,16,Rail,Airbnb/Vacation Rental,Visa-Free,Mobile App,17,1160.85,3482.55,74.38,4,Public Transport,No,No,Satisfied,4,Safe,None,Good,Definitely,Multiple Platforms,No,162.1,Very Favorable,None
TRP0004056,2021,1,Spring (Mar-May),China,Spain,Leisure/Tourism,Business Traveler,1,12,Air,Budget Hotel/Hostel,E-Visa,Travel Agent,180,228.12,228.12,27.13,5,Public Transport,No,No,Satisfied,4,Safe,Mild,Poor,Probably,Instagram,No,467.5,Favorable,Full
TRP0004057,2024,12,Autumn (Sep-Nov),Japan,Egypt,Honeymoon,Family,5,17,Air,Budget Hotel/Hostel,E-Visa,Online Travel Agency,22,376.58,1882.9,33.5,4,Taxi/Ride-share,Yes,No,Very Dissatisfied,3,Very Safe,None,Average,Definitely,Facebook,Partially,1209.2,Very Unfavorable,Full
TRP0004058,2023,1,Spring (Mar-May),India,Malaysia,Business,Family,5,4,Cruise Ship,Resort,Embassy Visa,Mobile App,68,1741.49,8707.45,103.85,5,Public Transport,Yes,No,Very Dissatisfied,2,Neutral,None,No WiFi,Definitely,Instagram,Yes,1942.1,Unfavorable,Full
TRP0004059,2021,3,Winter (Dec-Feb),South Korea,UAE,Leisure/Tourism,Couple,1,9,Air,4-Star Hotel,Embassy Visa,Travel Agent,35,3299.53,3299.53,71.43,7,Public Transport,Yes,No,Neutral,4,Very Safe,Mild,Average,Maybe,Instagram,No,143.7,Unfavorable,None
TRP0004060,2023,3,Winter (Dec-Feb),Italy,Morocco,Digital Nomad,Family,6,67,Air,3-Star Hotel,E-Visa,Mobile App,18,2340.68,14044.08,67.48,7,Rental Car,No,Yes,Very Satisfied,3,Neutral,Mild,Good,Definitely,None,No,4554.9,Unfavorable,None
TRP0004061,2019,6,Autumn (Sep-Nov),France,Turkey,Digital Nomad,Business Traveler,1,55,Air,5-Star Hotel,Visa-Free,Mobile App,32,7219.83,7219.83,27.93,3,Public Transport,Yes,No,Satisfied,3,Very Safe,Mild,Average,Probably,Instagram,Partially,838.5,Very Favorable,Partial
TRP0004062,2023,8,Winter (Dec-Feb),USA,Japan,Business,Group Tour,21,5,Air,Guesthouse,Visa on Arrival,Travel Agent,15,1868.37,39235.77,211.33,5,Taxi/Ride-share,Yes,No,Satisfied,4,Neutral,None,Good,Definitely,None,Partially,8171.5,Favorable,Full
TRP0004063,2023,11,Autumn (Sep-Nov),UK,Malaysia,Family Visit,Solo,1,18,Air,5-Star Hotel,Visa-Free,Online Travel Agency,46,2349.17,2349.17,52.03,8,Tour Bus,Yes,Yes,Satisfied,4,Safe,Severe,Good,Probably,Facebook,No,562.3,Favorable,Full
TRP0004064,2019,5,Spring (Mar-May),USA,Maldives,Leisure/Tourism,Family,5,9,Air,Budget Hotel/Hostel,Embassy Visa,Direct Hotel/Airline,12,1740.17,8700.85,79.09,8,Public Transport,No,No,Neutral,4,Neutral,Severe,Good,Probably,Facebook,Yes,2429.4,Neutral,Full
TRP0004065,2022,2,Winter (Dec-Feb),China,Thailand,Leisure/Tourism,Family,3,19,Rail,Budget Hotel/Hostel,E-Visa,Travel Agent,73,1076.54,3229.62,153.59,1,Taxi/Ride-share,No,Yes,Very Satisfied,4,Very Safe,None,Good,Maybe,Twitter/X,No,54.8,Unfavorable,Full
TRP0004066,2023,5,Winter (Dec-Feb),Japan,Greece,Digital Nomad,Group Tour,15,22,Rail,Airbnb/Vacation Rental,Visa on Arrival,Online Travel Agency,22,1378.41,20676.15,99.44,5,Taxi/Ride-share,Yes,No,Neutral,2,Very Safe,Moderate,Excellent,Definitely,YouTube,Yes,673.4,Very Favorable,Partial
TRP0004067,2023,2,Autumn (Sep-Nov),Russia,USA,Education,Solo,1,95,Road,Resort,Visa on Arrival,Online Travel Agency,7,3636.85,3636.85,59.51,5,Rental Car,Yes,Yes,Dissatisfied,4,Safe,Mild,Average,Definitely,TikTok,Partially,101.2,Neutral,Partial
TRP0004068,2019,3,Summer (Jun-Aug),Pakistan,Australia,Business,Group Tour,10,6,Air,5-Star Hotel,E-Visa,Direct Hotel/Airline,34,28789.6,287896.0,59.21,6,Taxi/Ride-share,Yes,No,Neutral,1,Neutral,Mild,Excellent,Probably,Twitter/X,Yes,7095.1,Favorable,Full
TRP0004069,2020,7,Summer (Jun-Aug),USA,USA,Honeymoon,Couple,1,10,Road,Airbnb/Vacation Rental,Visa-Free,Online Travel Agency,38,970.57,970.57,61.49,0,Tour Bus,Yes,No,Neutral,4,Very Safe,Moderate,Good,Definitely,Multiple Platforms,No,82.3,Neutral,Partial
TRP0004070,2022,9,Summer (Jun-Aug),Pakistan,Turkey,Family Visit,Couple,2,11,Air,4-Star Hotel,Visa-Free,Direct Hotel/Airline,39,4684.04,9368.08,69.04,5,Public Transport,Yes,No,Dissatisfied,4,Very Safe,None,Good,Probably,Instagram,No,389.0,Unfavorable,Partial
TRP0004071,2022,11,Autumn (Sep-Nov),Japan,Egypt,Leisure/Tourism,Business Traveler,1,3,Air,3-Star Hotel,E-Visa,Travel Agent,57,401.63,401.63,40.74,7,Tour Bus,No,Yes,Satisfied,4,Unsafe,Mild,Good,Definitely,Instagram,No,779.0,Very Unfavorable,Full
TRP0004072,2019,1,Autumn (Sep-Nov),Australia,Spain,Religious/Pilgrimage,Business Traveler,1,14,Rail,5-Star Hotel,Embassy Visa,Online Travel Agency,43,3368.73,3368.73,113.57,3,Public Transport,No,No,Neutral,4,Very Safe,Moderate,Good,Maybe,Instagram,Partially,30.6,Favorable,Full
TRP0004073,2021,6,Winter (Dec-Feb),Germany,UK,Cultural Exchange,Business Traveler,1,18,Road,3-Star Hotel,Visa-Free,Online Travel Agency,31,3022.92,3022.92,135.5,4,Public Transport,No,No,Satisfied,4,Very Safe,Mild,Poor,Definitely,Facebook,Yes,18.6,Neutral,Partial
TRP0004074,2023,3,Summer (Jun-Aug),Russia,Morocco,Leisure/Tourism,Group Tour,16,6,Ferry,Airbnb/Vacation Rental,E-Visa,Online Travel Agency,13,2874.41,45990.56,95.95,7,Taxi/Ride-share,Yes,No,Very Satisfied,5,Unsafe,Mild,Excellent,Definitely Not,Facebook,Yes,1190.7,Favorable,Full
TRP0004075,2023,12,Summer (Jun-Aug),Brazil,Greece,Business,Solo,1,6,Cruise Ship,Resort,Visa on Arrival,Direct Hotel/Airline,41,4851.19,4851.19,114.02,2,Tour Bus,Yes,No,Satisfied,4,Safe,None,No WiFi,Probably,Multiple Platforms,Yes,471.2,Neutral,Partial
TRP0004076,2021,9,Winter (Dec-Feb),Japan,Singapore,Leisure/Tourism,Couple,2,5,Road,Budget Hotel/Hostel,E-Visa,Mobile App,156,634.61,1269.22,74.92,6,Public Transport,No,No,Satisfied,4,Safe,Mild,Excellent,Probably,Facebook,Partially,100.5,Neutral,Partial
TRP0004077,2022,5,Summer (Jun-Aug),South Korea,Egypt,Business,Family,4,6,Air,Resort,Embassy Visa,Travel Agent,23,3158.28,12633.12,40.32,5,Public Transport,No,No,Dissatisfied,5,Safe,Mild,Good,Definitely,TikTok,No,3209.1,Unfavorable,Full
TRP0004078,2022,11,Spring (Mar-May),France,Turkey,Business,Backpacker,2,4,Air,Airbnb/Vacation Rental,E-Visa,Corporate Booking,49,6185.71,12371.42,223.69,6,Walking/Cycling,No,Yes,Very Satisfied,4,Very Safe,None,Poor,Probably,Twitter/X,No,1234.7,Neutral,Full
TRP0004079,2019,7,Spring (Mar-May),Italy,UK,Business,Family,3,2,Air,4-Star Hotel,Visa on Arrival,Direct Hotel/Airline,16,2811.2,8433.6,51.44,8,Tour Bus,Yes,No,Satisfied,2,Neutral,Moderate,Poor,Probably,Instagram,Yes,1426.6,Favorable,Full
TRP0004080,2022,1,Winter (Dec-Feb),Canada,UAE,Digital Nomad,Group Tour,21,35,Air,4-Star Hotel,Embassy Visa,Corporate Booking,27,3399.21,71383.41,123.96,6,Rental Car,Yes,Yes,Neutral,5,Neutral,None,Good,Definitely,Instagram,No,12109.5,Neutral,Partial
TRP0004081,2024,11,Spring (Mar-May),China,Singapore,Family Visit,Group Tour,13,12,Air,3-Star Hotel,E-Visa,Online Travel Agency,7,2726.26,35441.38,30.12,5,Walking/Cycling,Yes,Yes,Satisfied,4,Neutral,None,Excellent,Definitely,Facebook,No,5461.3,Favorable,Full
TRP0004082,2019,2,Summer (Jun-Aug),France,Turkey,Medical Tourism,Group Tour,14,24,Air,Airbnb/Vacation Rental,Visa-Free,Direct Hotel/Airline,62,2328.21,32594.94,87.72,5,Taxi/Ride-share,Yes,No,Neutral,5,Safe,None,Excellent,Probably,Instagram,Yes,8827.8,Neutral,Full
TRP0004083,2021,4,Spring (Mar-May),Pakistan,France,Honeymoon,Business Traveler,1,13,Air,Airbnb/Vacation Rental,Visa-Free,Direct Hotel/Airline,34,409.47,409.47,45.26,5,Taxi/Ride-share,No,No,Very Satisfied,5,Very Safe,Mild,Good,Definitely,TikTok,Partially,675.9,Neutral,None
TRP0004084,2023,5,Summer (Jun-Aug),Mexico,Switzerland,Cultural Exchange,Couple,1,19,Air,3-Star Hotel,E-Visa,Travel Agent,50,1425.37,1425.37,29.94,5,Rental Car,Yes,Yes,Satisfied,3,Safe,None,Good,Definitely,Facebook,No,540.5,Favorable,Full
TRP0004085,2024,2,Summer (Jun-Aug),India,Turkey,Leisure/Tourism,Group Tour,26,19,Air,3-Star Hotel,Embassy Visa,Online Travel Agency,53,2285.84,59431.84,79.25,3,Public Transport,Yes,Yes,Satisfied,5,Unsafe,Moderate,Good,Probably,Twitter/X,Partially,3912.0,Very Favorable,Full
TRP0004086,2022,9,Winter (Dec-Feb),Pakistan,Australia,Adventure/Sports,Couple,1,18,Rail,5-Star Hotel,Embassy Visa,Travel Agent,2,1684.16,1684.16,30.02,4,Public Transport,Yes,No,Satisfied,4,Very Safe,Mild,Good,Probably Not,TikTok,Yes,12.3,Neutral,Partial
TRP0004087,2019,1,Spring (Mar-May),South Korea,Italy,Leisure/Tourism,Couple,2,17,Air,Budget Hotel/Hostel,E-Visa,Mobile App,45,370.62,741.24,139.2,2,Taxi/Ride-share,Yes,Yes,Neutral,5,Safe,Mild,Average,Probably,TikTok,No,1354.6,Neutral,Full
TRP0004088,2021,7,Spring (Mar-May),Mexico,Malaysia,Medical Tourism,Couple,1,11,Air,5-Star Hotel,Visa on Arrival,Online Travel Agency,51,3254.22,3254.22,17.82,4,Taxi/Ride-share,Yes,No,Dissatisfied,4,Safe,Severe,Good,Definitely,Instagram,No,485.5,Very Unfavorable,Full
TRP0004089,2023,1,Summer (Jun-Aug),UK,France,Business,Family,3,3,Air,5-Star Hotel,Embassy Visa,Mobile App,39,11930.13,35790.39,112.56,5,Walking/Cycling,No,No,Satisfied,4,Very Safe,Moderate,Poor,Probably,Instagram,Yes,459.0,Neutral,Full
TRP0004090,2024,11,Spring (Mar-May),Spain,Australia,Leisure/Tourism,Solo,1,14,Road,4-Star Hotel,E-Visa,Online Travel Agency,83,14386.67,14386.67,32.18,5,Taxi/Ride-share,Yes,Yes,Neutral,5,Safe,Moderate,Good,Probably Not,None,Partially,82.8,Favorable,Full
TRP0004091,2023,8,Autumn (Sep-Nov),Japan,USA,Education,Group Tour,9,151,Rail,4-Star Hotel,Visa-Free,Corporate Booking,16,877.97,7901.73,86.61,3,Rental Car,No,Yes,Very Dissatisfied,5,Neutral,None,Excellent,Probably,Instagram,No,523.7,Neutral,Partial
TRP0004092,2019,2,Winter (Dec-Feb),Pakistan,France,Religious/Pilgrimage,Family,3,5,Air,Budget Hotel/Hostel,E-Visa,Mobile App,94,401.51,1204.53,105.81,2,Rental Car,Yes,No,Very Satisfied,4,Very Safe,None,Poor,Definitely,Facebook,Yes,2060.2,Neutral,None
TRP0004093,2024,7,Autumn (Sep-Nov),Italy,Japan,Religious/Pilgrimage,Family,5,11,Road,4-Star Hotel,Embassy Visa,Corporate Booking,44,7175.41,35877.05,134.47,6,Walking/Cycling,No,No,Satisfied,2,Very Safe,Moderate,Good,Definitely,Multiple Platforms,Partially,429.5,Neutral,Full
TRP0004094,2024,6,Winter (Dec-Feb),Saudi Arabia,USA,Business,Backpacker,2,3,Air,5-Star Hotel,Visa-Free,Travel Agent,41,7106.5,14213.0,100.21,5,Taxi/Ride-share,Yes,No,Very Satisfied,3,Very Unsafe,Moderate,Excellent,Maybe,YouTube,No,923.2,Very Unfavorable,Partial
TRP0004095,2021,5,Autumn (Sep-Nov),UK,Greece,Adventure/Sports,Couple,1,6,Air,Budget Hotel/Hostel,Embassy Visa,Travel Agent,9,891.61,891.61,85.66,2,Walking/Cycling,No,Yes,Satisfied,4,Very Safe,Severe,No WiFi,Definitely,Instagram,No,826.8,Very Favorable,Full
TRP0004096,2019,3,Summer (Jun-Aug),UAE,UK,Cultural Exchange,Backpacker,2,4,Air,3-Star Hotel,E-Visa,Mobile App,56,2385.41,4770.82,45.6,7,Rental Car,Yes,Yes,Very Satisfied,5,Very Safe,Mild,Excellent,Probably,Facebook,No,1775.0,Neutral,Partial
TRP0004097,2023,5,Spring (Mar-May),Pakistan,Malaysia,Honeymoon,Couple,2,10,Air,4-Star Hotel,Visa-Free,Online Travel Agency,56,4257.94,8515.88,53.63,5,Tour Bus,No,No,Satisfied,3,Safe,None,Good,Definitely,TikTok,Yes,1219.9,Unfavorable,None
TRP0004098,2019,2,Spring (Mar-May),China,Turkey,Family Visit,Solo,1,4,Air,Resort,Visa-Free,Mobile App,52,1654.62,1654.62,183.43,6,Public Transport,No,No,Neutral,1,Safe,Mild,Good,Probably,Instagram,Partially,105.5,Favorable,None
TRP0004099,2023,11,Winter (Dec-Feb),South Korea,Spain,Adventure/Sports,Backpacker,2,4,Air,Budget Hotel/Hostel,Visa on Arrival,Direct Hotel/Airline,22,1331.07,2662.14,60.17,5,Public Transport,No,No,Very Satisfied,5,Very Safe,None,Poor,Probably,TikTok,Yes,1743.0,Unfavorable,Partial
TRP0004100,2020,12,Spring (Mar-May),Pakistan,Italy,Adventure/Sports,Group Tour,14,15,Road,5-Star Hotel,Visa on Arrival,Mobile App,20,3023.57,42329.98,90.26,6,Walking/Cycling,Yes,No,Satisfied,5,Safe,Severe,Average,Probably,Multiple Platforms,No,1342.3,Favorable,Full
TRP0004101,2019,10,Spring (Mar-May),Brazil,Spain,Leisure/Tourism,Group Tour,28,10,Road,Airbnb/Vacation Rental,E-Visa,Online Travel Agency,40,4771.65,133606.2,20.37,6,Rental Car,Yes,No,Satisfied,4,Safe,Moderate,Good,Probably,Multiple Platforms,No,3597.7,Neutral,Partial
TRP0004102,2024,11,Summer (Jun-Aug),Russia,UAE,Leisure/Tourism,Family,5,7,Rail,Budget Hotel/Hostel,Embassy Visa,Online Travel Agency,65,477.43,2387.15,104.01,2,Tour Bus,Yes,No,Dissatisfied,4,Safe,Moderate,No WiFi,Definitely,Instagram,No,179.1,Unfavorable,Full
TRP0004103,2024,10,Spring (Mar-May),Netherlands,Italy,Business,Business Traveler,1,6,Cruise Ship,3-Star Hotel,Visa-Free,Online Travel Agency,57,1250.9,1250.9,161.84,4,Public Transport,Yes,No,Very Dissatisfied,4,Neutral,Mild,Good,Maybe,Instagram,Partially,189.2,Favorable,Full
TRP0004104,2019,6,Winter (Dec-Feb),Canada,Malaysia,Family Visit,Solo,1,19,Cruise Ship,3-Star Hotel,Embassy Visa,Travel Agent,71,1198.38,1198.38,45.37,6,Rental Car,Yes,No,Very Satisfied,4,Safe,Severe,Good,Probably Not,Twitter/X,Partially,463.4,Unfavorable,Full
TRP0004105,2020,3,Winter (Dec-Feb),Canada,Switzerland,Leisure/Tourism,Family,3,6,Air,4-Star Hotel,Visa-Free,Online Travel Agency,69,5162.41,15487.23,75.51,4,Walking/Cycling,No,Yes,Very Dissatisfied,5,Safe,Moderate,Poor,Maybe,Instagram,No,750.7,Neutral,Full
TRP0004106,2023,7,Autumn (Sep-Nov),Turkey,Turkey,Religious/Pilgrimage,Couple,1,12,Road,Resort,Embassy Visa,Travel Agent,16,1820.31,1820.31,80.26,2,Tour Bus,No,Yes,Satisfied,3,Very Safe,None,Good,Probably,Instagram,No,49.8,Neutral,Partial
TRP0004107,2019,7,Winter (Dec-Feb),Turkey,Thailand,Leisure/Tourism,Couple,2,10,Air,4-Star Hotel,Embassy Visa,Mobile App,60,1885.91,3771.82,71.32,3,Walking/Cycling,Yes,No,Very Satisfied,4,Safe,Severe,Good,Definitely Not,YouTube,No,1562.8,Unfavorable,Partial
TRP0004108,2022,4,Summer (Jun-Aug),Italy,France,Religious/Pilgrimage,Couple,1,14,Air,Airbnb/Vacation Rental,E-Visa,Direct Hotel/Airline,102,1773.51,1773.51,109.7,6,Taxi/Ride-share,No,No,Satisfied,5,Safe,Mild,Good,Probably,TikTok,Yes,741.8,Favorable,Full
TRP0004109,2022,10,Winter (Dec-Feb),South Korea,Australia,Leisure/Tourism,Family,3,18,Air,5-Star Hotel,Visa-Free,Corporate Booking,11,995.99,2987.97,104.56,6,Boat,No,No,Satisfied,5,Neutral,None,Average,Definitely Not,None,Partially,772.9,Very Favorable,Full
TRP0004110,2019,5,Winter (Dec-Feb),Mexico,UAE,Business,Couple,1,2,Rail,Guesthouse,Visa-Free,Travel Agent,22,2468.58,2468.58,64.64,3,Public Transport,Yes,Yes,Very Satisfied,4,Safe,None,Average,Probably,Facebook,Yes,17.7,Unfavorable,Partial
